date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:13:08	1196455/1196455	---M-Z	200	added ('OK')	text/javascript	etag:%22fbe43b1f7f944c9fde759ab090f61c42%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6f117db4eb7fd4392375-min.en-US.js	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6f117db4eb7fd4392375-min.en-US.js	(from https://www.techladder.io/)
22:13:09	119/119	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2004%20Apr%202024%2002:13:08%20GMT	http://cdn.rawgit.com/noelboss/featherlight/1.7.13/release/featherlight.min.css	C:/My%20Web%20Sites/TechLadder_Website/Techladder/cdn.rawgit.com/noelboss/featherlight/1.7.13/release/featherlight.min.d.delayed	(from https://www.techladder.io/)
22:13:11	934160/934160	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Apr%202024%2002:13:07%20GMT	https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css	C:/My%20Web%20Sites/TechLadder_Website/Techladder/static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css	(from https://www.techladder.io/)
22:13:11	1868/1868	---M-Z	200	added ('OK')	text/css	etag:W/%2274c-qn7jgwM1oqqgU91VxAG6wby5T0s%22	https://cdn.jsdelivr.net/gh/noelboss/featherlight@1.7.13/release/featherlight.min.css	C:/My%20Web%20Sites/TechLadder_Website/Techladder/cdn.jsdelivr.net/gh/noelboss/featherlight@1.7.13/release/featherlight.min.css	(from https://www.techladder.io/)
22:13:12	8459/8459	---M--	200	added ('OK')	image/svg+xml	etag:W/%227e663af6c8a52bfcbaea053175668ff6%22	https://www.techladder.io/assets/ui-icons.svg	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/assets/ui-icons.svg	(from https://www.techladder.io/)
22:13:13	9313/9313	---M--	200	added ('OK')	image/jpeg	etag:CMb6y7a7nu0CEAE=	http:../images/TechLadder_Logo.jpg?format=1500w	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1574036911051-VK4VVW36OZ6DL5LZLKHL/logohighres26f7.jpg	(from https://www.techladder.io/)
22:13:14	92088/92088	---M-Z	200	added ('OK')	text/html	etag:W/%2244b24be23179f53f290c953c364c5925--gzip%22	https://www.techladder.io/about-us	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/about-us.html	(from https://www.techladder.io/)
22:13:16	167778/167778	---M-Z	200	added ('OK')	text/html	etag:W/%224792b674be02844399b5f6f1e75d537f%22	https://www.techladder.io/career-opportunities	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/career-opportunities.html	(from https://www.techladder.io/)
22:13:18	158106/158106	---M-Z	200	added ('OK')	text/html	etag:W/%224768c3a24989cff5362a4e85acddd9d9--gzip%22	https://www.techladder.io/news	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/news.html	(from https://www.techladder.io/)
22:13:20	105333/105333	---M-Z	200	added ('OK')	text/html	etag:W/%22daa4274dcb552eba05d2edb6810d9a2d--gzip%22	https://www.techladder.io/locations	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/locations.html	(from https://www.techladder.io/)
22:13:22	87181/87181	---M-Z	200	added ('OK')	text/html	etag:W/%22864914678a797a6c010fa59ef3f73b5b--gzip%22	https://www.techladder.io/staffing-overview	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/staffing-overview.html	(from https://www.techladder.io/)
22:13:24	106038/106038	---M-Z	200	added ('OK')	text/html	etag:W/%2214bf9dc8225bf8b7c2e2a0b232b5c417--gzip%22	https://www.techladder.io/construction-staffing	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/construction-staffing.html	(from https://www.techladder.io/)
22:13:25	651215/651215	---M-Z	200	added ('OK')	text/javascript	etag:%2217e153818776a70a72e12271ba814579%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-c1dd89c3d051ee963c8b-min.en-US.js	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/scripts-compressed/common-vendors-c1dd89c3d051ee963c8b-min.en-US.js	(from https://www.techladder.io/)
22:13:25	65272/65272	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2003%20Apr%202024%2017:33:51%20GMT	https://www.techladder.io/search	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/search	(from https://www.techladder.io/)
22:13:26	115938/115938	---M-Z	200	added ('OK')	text/html	etag:W/%22d382dee87a45eef2cfce0f3610e5cf8f--gzip%22	https://www.techladder.io/engineering-staffing	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/engineering-staffing.html	(from https://www.techladder.io/)
22:13:28	104679/104679	---M-Z	200	added ('OK')	text/html	etag:W/%2222349faa2d413b27f48b95ebc8051490--gzip%22	https://www.techladder.io/financial-services	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/financial-services.html	(from https://www.techladder.io/)
22:13:28	124252/124252	---M-Z	200	added ('OK')	text/html	etag:W/%22a7c83dfc96852616029a016d6d52923e%22	https://www.techladder.io/information-technology-staffing	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/information-technology-staffing.html	(from https://www.techladder.io/)
22:13:30	107304/107304	---M-Z	200	added ('OK')	text/html	etag:W/%2298633f8d7b72e3f275d31af41cfbd0bc--gzip%22	https://www.techladder.io/medical	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/medical.html	(from https://www.techladder.io/)
22:13:30	105190/105190	---M-Z	200	added ('OK')	text/html	etag:W/%2272e5a82e70b0e645359347cf54863546--gzip%22	https://www.techladder.io/professional-services-1	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/professional-services-1.html	(from https://www.techladder.io/)
22:13:31	80292/80292	---M-Z	200	added ('OK')	text/html	etag:W/%22c097f7943f98f9b411f81c38119e0c94--gzip%22	https://www.techladder.io/services-overview	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/services-overview.html	(from https://www.techladder.io/)
22:13:32	82051/82051	---M-Z	200	added ('OK')	text/html	etag:W/%2289a0b8fb5767e39fe5c22c90f3fa0198--gzip%22	https://www.techladder.io/consulting-services	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/consulting-services.html	(from https://www.techladder.io/)
22:13:33	81663/81663	---M-Z	200	added ('OK')	text/html	etag:W/%226e519f14e4f0b4623027dd35d95b7d47--gzip%22	https://www.techladder.io/application-development	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/application-development.html	(from https://www.techladder.io/)
22:13:33	98780/98780	---M-Z	200	added ('OK')	text/html	etag:W/%2283fa466bb2f8a5fe18b094dbcea56836--gzip%22	https://www.techladder.io/information-technology	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/information-technology.html	(from https://www.techladder.io/)
22:13:34	96284/96284	---M-Z	200	added ('OK')	text/html	etag:W/%22c4f075b9ec72567bba7b70ea1cc24e0a--gzip%22	https://www.techladder.io/products	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/products.html	(from https://www.techladder.io/)
22:13:35	99793/99793	---M-Z	200	added ('OK')	text/html	etag:W/%22284bab40163604abcb23b44afd8c5cb5--gzip%22	https://www.techladder.io/it-network-support	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/it-network-support.html	(from https://www.techladder.io/)
22:13:40	0/0	---M--	302	error ('Found')	text/html	etag:W/%223a210d0b8bb94023471e74eb7ae04de3%22	https://www.techladder.io/staffing-1	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/staffing-1.23.delayed	(from https://www.techladder.io/)
22:13:46	0/0	---M--	302	error ('Found')	text/html	etag:W/%224c98b1251bee1045c5a0984b9b78e6a7%22	https://www.techladder.io/services-2	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/services-2.24.delayed	(from https://www.techladder.io/)
22:13:46	1624484/1624484	---M-Z	200	added ('OK')	text/javascript	etag:%22e8905efc48543db7f749d3c1bf97ced2%22	http://assets.squarespace.com/universal/scripts-compressed/common-9af7511178a5d5c4e5a8-min.en-US.js	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/scripts-compressed/common-9af7511178a5d5c4e5a8-min.en-US.js	(from https://www.techladder.io/)
22:13:48	77315/77315	---M-Z	200	added ('OK')	text/html	etag:W/%223b7a88d72efcb2b9b654f079491a4083--gzip%22	https://www.techladder.io/project-1	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/project-1.html	(from https://www.techladder.io/)
22:13:51	977945/977945	---M--	200	added ('OK')	image/png	etag:CNPZ9rK7nu0CEAE=	https://images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576368127649-Q2LN2R1TQ53TBUKOBFLH/NYC+Banner+-+TECHLADDER .png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576368127649-Q2LN2R1TQ53TBUKOBFLH/NYC+Banner+-+TECHLADDER .png	(from https://www.techladder.io/)
22:13:52	569098/569098	---M--	200	added ('OK')	image/jpeg	etag:CMOEiJC7nu0CEAE=	https://images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576645136436-GUYL1KO0NRQL1MFDWORS/image-asset.jpeg	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576645136436-GUYL1KO0NRQL1MFDWORS/image-asset.jpg	(from https://www.techladder.io/)
22:13:52	76877/76877	---M-Z	200	added ('OK')	text/html	etag:W/%222983144d5602eff02c7c93d228969a95--gzip%22	https://www.techladder.io/project-2	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/project-2.html	(from https://www.techladder.io/)
22:13:52	76935/76935	---M-Z	200	added ('OK')	text/html	etag:W/%2283e2d48552ad878e46d70d208cbdc161--gzip%22	https://www.techladder.io/project-4	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/project-4.html	(from https://www.techladder.io/)
22:13:53	342803/342803	---M--	200	added ('OK')	image/jpeg	etag:CKL1rO+6nu0CEAE=	https://images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576793871347-FOJ4PDPKCUUSYDPBC5DU/image.jpg	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576793871347-FOJ4PDPKCUUSYDPBC5DU/image.jpg	(from https://www.techladder.io/)
22:13:53	950994/950994	---M--	200	added ('OK')	image/png	etag:CI6+5/+6nu0CEAE=	https://images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1577124006726-8EBR4TQPLPOMUM25HFEY/Rochester+TECHLADDER +Banner.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1577124006726-8EBR4TQPLPOMUM25HFEY/Rochester+TECHLADDER +Banner.png	(from https://www.techladder.io/)
22:13:53	77243/77243	---M-Z	200	added ('OK')	text/html	etag:W/%22e78b501f3b6e4a410d33d6544a8e125f--gzip%22	https://www.techladder.io/project-3	C:/My%20Web%20Sites/TechLadder_Website/Techladder/www.techladder.io/project-3.html	(from https://www.techladder.io/)
22:13:59	118/118	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2004%20Apr%202024%2002:13:56%20GMT	http://cdn.rawgit.com/noelboss/featherlight/1.7.13/release/featherlight.min.js	C:/My%20Web%20Sites/TechLadder_Website/Techladder/cdn.rawgit.com/noelboss/featherlight/1.7.13/release/featherlight.min.31.delayed	(from https://www.techladder.io/)
22:13:59	9220/9220	---M-Z	200	added ('OK')	application/javascript	etag:W/%222404-86Go/ifcrzNos2MObc+rijmRZ/I%22	https://cdn.jsdelivr.net/gh/noelboss/featherlight@1.7.13/release/featherlight.min.js	C:/My%20Web%20Sites/TechLadder_Website/Techladder/cdn.jsdelivr.net/gh/noelboss/featherlight@1.7.13/release/featherlight.min.js	(from https://www.techladder.io/)
22:14:12	615028/615028	---M--	200	added ('OK')	image/jpeg	etag:CLPMn/u6nu0CEAE=	https://images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576718950140-JGWGM2HIVESB25NMPCPC/clint-bustrillos-K7OUs6y_cm8-unsplash.jpg	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576718950140-JGWGM2HIVESB25NMPCPC/clint-bustrillos-K7OUs6y_cm8-unsplash.jpg	(from https://www.techladder.io/)
22:14:14	84245/84245	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	C:/My%20Web%20Sites/TechLadder_Website/Techladder/ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js	(from https://www.techladder.io/)
22:14:14	10440/10440	---M--	200	added ('OK')	image/png	etag:CLCM8am6nu0CEAE=	https://images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1574034648963-YIA55U348AV5I2NIN0S0/bgmap.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1574034648963-YIA55U348AV5I2NIN0S0/bgmap.png	(from https://www.techladder.io/)
22:14:14	1365805/1365805	---M--	200	added ('OK')	image/png	etag:CLn3oJS6nu0CEAE=	https://images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576811684671-4OZS8U6MBEPL5DOTGTIR/Jersey+City+Banner+-+TECHLADDER 2.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/images.squarespace-cdn.com/content/v1/5dbf48651ece6c59d3759a0f/1576811684671-4OZS8U6MBEPL5DOTGTIR/Jersey+City+Banner+-+TECHLADDER 2.png	(from https://www.techladder.io/)
22:14:16	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:16	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:16	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:17	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:17	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:18	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:18	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:19	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:19	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:19	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:20	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:20	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:20	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
22:14:21	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/TechLadder_Website/Techladder/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/sitecss/5dbf48651ece6c59d3759a0f/64/55f0aac0e4b0f0a5b7e0b22e/5dbf48651ece6c59d3759a3a/353/site.css)
